TF	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10
Rorb	-40246.99510903507	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-103740.74381621314	-40391.08785111857	-4.964069223142754	1.0200541650725614	-4.162826728528812
Rorc	-40246.99510903507	-5.258466937861692	0.9926071035381163	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-75568.90807569148	-2.9026579134742634	-57511.31147960366
Rreb1	-2.4962169396143405	-5.174674282903868	-1.537186932332448	-3.668091859470831	-4.013275059848594	-103740.74381621314	-4.5841654882077	-75568.90807569148	1.5673676816659452	0.11624174337671848
Runx1	-40246.99510903507	-5.258466937861692	-5.364681963439133	-3.668091859470831	-35908.29622476326	-7.457732789813321	-4.5841654882077	-4.964069223142754	-22764.023418888097	-4.162826728528812
Runx2	-40246.99510903507	-5.258466937861692	-5.364681963439133	-3.668091859470831	-35908.29622476326	-7.457732789813321	-4.5841654882077	-4.964069223142754	-22764.023418888097	-4.162826728528812
Runx3	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-22764.023418888097	-57511.31147960366
Rxra	-40246.99510903507	-49070.5836083942	-2.441088470325243	-1.769351113855619	-35908.29622476326	-5.818847482746133	-0.05512707958093555	-4.964069223142754	-1.889401934352474	-57511.31147960366
Rxrb	-40246.99510903507	0.3762450919795096	-0.5404414898248984	-2.419113437706583	0.87365629575259	-2.1830005168876983	-2.234279101617575	-75568.90807569148	1.3523024925839748	-0.6172970576268011
Rxrg	-3.7666120623555135	-49070.5836083942	-4.289821243810228	-38362.016172087155	-4.013275059848594	-7.457732789813321	-40391.08785111857	-4.8360231614937685	-22764.023418888097	-4.162826728528812
Scrt1	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Scrt2	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Setdb1	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-35908.29622476326	-7.457732789813321	-40391.08785111857	-75568.90807569148	0.10645914495531277	-2.560826917652801
Shox2	-3.40348593640908	-5.258466937861692	-5.364681963439133	-38362.016172087155	-3.0672371037079005	-7.457732789813321	-40391.08785111857	-3.77676287955279	-0.7073966392280621	-4.162826728528812
Sin3a	-40246.99510903507	-5.258466937861692	0.9414612072038795	-38362.016172087155	-3.4836864547287756	0.8465028150829117	-4.5841654882077	-4.964069223142754	-1.2761002242629824	-4.162826728528812
Smad3	-3.7666120623555135	-5.258466916737104	-5.364681963439133	-38362.016172087155	-4.013275059848594	-7.457732789813321	-4.5841654882077	-3.283480402612314	-1.943077572793072	-4.162826728528812
Sox10	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-38362.016172087155	-4.013275059848594	-103740.74381621314	-4.5841654882077	-3.5836172497159073	-2.9026579134742634	-4.162826728528812
Sox11	-3.7666120623555135	-5.258466937861692	-73973.22298941846	-2.6863724012864707	-4.013275059848594	-103740.74381621314	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Sox12	-3.3124294839024992	-49070.5836083942	-73973.22298941846	-38362.016172087155	-4.013275059848594	-7.457732789813321	-4.5841654882077	-1.494575447461237	-2.9026579134742634	-4.162826728528812
Sox15	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-38362.016172087155	-35908.29622476326	-7.151547731729231	-4.5841654882077	-75568.90807569148	-1.4141609541651012	-4.162826728528812
Sox17	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.6680918586917834	-4.013275059848594	-103740.74381621314	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Sox18	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.401127012098925	-4.013275059848594	-103740.74381621314	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Sox2	-40246.99510903507	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-57511.31147960366
Sox21	-40246.99510903507	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-57511.31147960366
Sox4	-3.5300437856530116	-49070.5836083942	-73973.22298941846	-38362.016172087155	-4.013275059848594	-103740.74381621314	-4.5841654882077	0.8646630497940125	-2.9026579134742634	-4.162826728528812
Sox7	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.2226211091260533	-4.013275059848594	-103740.74381621314	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Sox8	-3.7666120623555135	-49070.5836083942	-4.032457740326303	-3.668091859470831	1.3248302356893962	-7.457732789813321	-4.584165488047976	-4.867974766266151	-22764.023418888097	-4.162826728528812
Sox9	-3.1274282715334993	-5.258466937861692	1.0378184169299212	-38362.016172087155	-4.008390887257492	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-2.7723919511515556
Sp100	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.6632712304416954	-35908.29622476326	-7.457732789813321	-40391.08785111857	-4.964069223142754	-2.9026579134742634	-3.1149678193714214
Spdef	-3.7666120623555135	-5.258466937861692	-1.3712131608696945	-3.668091859470831	-4.013275059848594	0.26421107476882333	-4.5841654882077	-75568.90807569148	-2.9026579134742634	-2.638850292393741
Spi1	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-35908.29622476326	-6.490851598507523	-4.5841654882077	-3.3224710326196267	0.30193542386881006	-4.162826728528812
Spib	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.319684416185908	-4.5841654882077	-4.964069223142754	-22764.023418888097	-57511.31147960366
Spic	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-35908.29622476326	-4.398409190057902	-4.5841654882077	-0.7007484817931436	-22764.023418888097	-4.162826728528812
Srebf1	-40246.99510903507	-5.258466937861692	-5.364681963439133	1.3211696461775013	-35908.29622476326	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-57511.31147960366
Srebf2	-40246.99510903507	-5.258466937861692	-5.364681963439133	-0.5922361528508285	-35908.29622476326	-7.457732789813321	-4.5841654882077	-4.964069223142754	-22764.023418888097	-57511.31147960366
Tal1	-3.7666120623555135	-5.258466937861692	-73973.22298941846	-3.3019300870380444	-4.013275059848594	-103740.74381621314	-4.5841654882077	-4.964069223142754	-22764.023418888097	-4.162826728528812
Tal2	-3.7666120623555135	-5.258466937861692	-3.56108853170418	-3.668091859470831	-4.013275059848594	-6.935909758795046	-4.5841654882077	-4.964069223142754	-22764.023418888097	-4.162826728528812
Tbp	-40246.99510903507	-5.258466937861692	-1.1758512599441715	-2.181381183027939	-35908.29622476326	-103740.74381621314	1.4630736771160877	-75568.90807569148	0.2683459747854295	-4.162826728528812
Tbr1	-3.7666120623555135	-49070.5836083942	-5.364681963439133	-3.668091859470831	-35908.29622476326	-103740.74381621314	-40391.08785111857	-1.162411880615745	-2.1343047801733297	-4.162826728528812
Tbx1	-3.7666120623555135	-5.258466937861692	-73973.22298941846	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Tbx15	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Tbx18	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Tbx2	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Tbx20	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Tbx21	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-6.6233298696095	-4.5841654882077	-4.964069223142754	-22764.023418888097	-57511.31147960366
Tbx3	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Tbx4	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Tbx5	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Tcf12	-3.7666120623555135	-5.258466937861692	-73973.22298941846	-1.2297229432278798	-35908.29622476326	-7.457732789813321	-4.5841654882077	-75568.90807569148	1.366683714720915	-57511.31147960366
Tcf21	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Tcf3	-3.7666120623555135	-5.258466937861692	1.3071231663836915	-3.668091859470831	-35908.29622476326	-7.457732789813321	-4.5841654882077	-75568.90807569148	-22764.023418888097	-57511.31147960366
Tcf4	-3.7666120623555135	-5.258466937861692	-73973.22298941846	-1.4356314672281734	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-22764.023418888097	-4.162826728528812
Tead1	-40246.99510903507	-49070.5836083942	-5.364681963439133	-38362.016172087155	-4.013275059848594	-7.263565125424395	0.3494452518054393	-75568.90807569148	-2.9026579134742634	-57511.31147960366
Tead2	1.1124678219521902	-4.417717257943518	-73973.22298941846	-38362.016172087155	-4.013275059848594	-103740.74381621314	1.0152156601790665	-4.964069223142754	-2.9026579134742634	-0.59325815191575
Tead3	-40246.99510903507	-49070.5836083942	0.2306919288578878	-38362.016172087155	-4.013275059848594	-7.457732788885439	-0.23220171435163467	-75568.90807569148	-2.9026579134742634	-57511.31147960366
Tead4	-40246.99510903507	-49070.5836083942	-5.364681963439133	-3.668091859470831	-4.013275059848594	-103740.74381621314	-4.5841654882077	-75568.90807569148	-2.9026579134742634	-3.295781686460709
Tef	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Tfap2a	-40246.99510903507	-3.6522820043544577	-3.716383129744205	-1.3226299625383466	-35908.29622476326	-103740.74381621314	0.97567057433455	0.6908103785446379	-2.9026579134742634	-57511.31147960366
Tfap2b	-3.7666120623555135	-5.258466937861692	-73973.22298941846	-38362.016172087155	-4.013275059848594	-103740.74381621314	-40391.08785111857	0.39345561128996087	-2.9026579134742634	-1.538553807597148
Tfap2c	-3.7666120623555135	-5.258466937861692	-73973.22298941846	-3.339321092085413	-4.013275059848594	-6.897972251779771	-4.5841654882077	-75568.90807569148	-0.42284027855681017	-4.162826728528812
Tfap4	-40246.99510903507	-49070.5836083942	-2.0652969477525427	1.193850339961708	-4.013275059848594	-4.43745938525995	-4.5841654882077	-4.964069223142754	-22764.023418888097	-0.8756145565854231
Tfcp2	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-6.473778361849936	-4.5841654882077	-4.964069223142754	-1.4204341177383584	-57511.31147960366
Thap1	-40246.99510903507	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.902629869352788	-1.686805199399489
Thra	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Thrb	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Trp53	-3.7666120623555135	-5.258466937861692	-2.50373699004652	-2.7708945772693885	-35908.29622476326	-103740.74381621314	-40391.08785111857	-4.107703251811587	-2.267272665325713	-57511.31147960366
Trp63	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.6671912454049704	-4.013275059848594	-7.457732789813321	-40391.08785111857	-4.964069223142754	-2.9026579134742634	-2.96255288548797
Trp73	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Uncx	-3.7666120623555135	-5.258466937861692	-73973.22298941846	-3.668091859470831	-35908.29622476326	-7.457732789813321	-4.5841654882077	-75568.90807569148	-2.05847902483086	-4.162826728528812
Vax2	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Vdr	-40246.99510903507	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-75568.90807569148	-2.9026579134742634	-3.9313949873448575
Vsx1	-3.7666120623555135	-49070.5836083942	-5.364681963439133	-38362.016172087155	-4.013275059848594	1.846671946373482	-4.5841654882077	-75568.90807569148	-1.2556362806315933	-4.162826728528812
Xbp1	-40246.99510903507	-5.258466937861692	-2.4382588259042306	-3.668091859470831	0.044304446976459286	-7.457732789813321	-4.5841654882077	-4.964069223142754	-22764.023418888097	-0.9547395344070029
Yy1	-40246.99510903507	0.9074717942710032	1.3233658913744704	-2.1443271975810028	0.6373390434354532	-103740.74381621314	-0.987228777009165	-75568.90807569148	0.12858294615052987	-4.162826728528812
Zbtb14	-40246.99510903507	-5.258466937861692	-2.1096989532175336	-3.668091859470831	0.2959538334452235	-7.457732789813321	-4.5841654882077	-4.964069223142754	-22764.023418888097	-0.42235563868052284
Zbtb33	-3.7666120623555135	-49070.5836083942	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Zbtb49	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Zbtb7a	-40246.99510903507	-5.258466937861692	-4.082395527840009	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-75568.90807569148	-2.9026579134742634	-57511.31147960366
Zbtb7b	-40246.99510903507	-49070.5836083942	-5.364681963439133	-3.668091859470831	-4.013275059848594	-7.457732789813321	-4.5841654882077	-75568.90807569148	-1.0853988720788352	-57511.31147960366
Zfp105	-3.7666120623555135	-5.258466937861692	-73973.22298941846	0.15857274385466336	-35908.29622476326	-103740.74381621314	-40391.08785111857	-4.964069223142754	-0.5962774217030941	-4.162826728528812
Zfp128	-40246.99510903507	-49070.5836083942	-73973.22298941846	-3.668091859470831	-4.013275059848594	-7.341748456797174	-40391.08785111857	-3.0486886129034834	-2.9026579134742634	-3.320814318729661
Zfp3	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-35908.29622476326	-7.457732789813321	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Zic1	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-38362.016172087155	-35908.29622476326	-7.457732789813321	-4.5841654882077	-75568.90807569148	-2.9026579134742634	-4.162826728528812
Zic2	-40246.99510903507	-5.258466937861692	-73973.22298941846	1.0409886000227333	-4.013275059848594	-3.126560344482593	-4.5841654882077	-4.964069223142754	-2.288640152669236	-57511.31147960366
Zic3	-3.7666120623555135	-5.258466937861692	-5.002715803475728	-38362.016172087155	-4.013275059848594	-7.457732789813321	-4.5841654882077	-75568.90807569148	-22764.023418888097	-4.162826728528812
Zic4	-3.7666120623555135	-5.258466937861692	-5.364681963439133	-3.668091859470831	-4.013275059848594	-103740.74381621314	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
Zscan22	-3.7666120623555135	-4.274751253451707	-73973.22298941846	-1.5096096743210605	-4.013275059848594	-6.106666432833486	-4.5841654882077	-4.964069223142754	-2.9026579134742634	-4.162826728528812
